transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,product_name_master,category_master,revenue,discount_amount,net_revenue
3718,741,Carla Spencer,107,50000.0,Dining Table,FURN,online,Hyderabad,2026-03-23,5,UPI,0.25,34f50ad2b79602ad5dcd12458509969e1eb2f01bfc7431490f8cd666831501ee,XXXXXX6102,successful,Dining Table,Furniture,250000.0,62500.0,187500.0
3718,741,Carla Spencer,107,50000.0,Dining Table,FURN,online,Hyderabad,2026-03-23,5,UPI,0.25,34f50ad2b79602ad5dcd12458509969e1eb2f01bfc7431490f8cd666831501ee,XXXXXX6102,failed,Dining Table,Furniture,250000.0,62500.0,187500.0
3719,996,Barbara Morris,106,80000.0,Sofa,FURN,online,Hyderabad,2026-03-22,1,Cash,0.3,2de9cc6882a7ce0eef9e47ff7812f1ae6f2ab38ce0b66a20fd57b6855a32ba83,XXXXXX7956,successful,Sofa,Furniture,80000.0,24000.0,56000.0
3720,139,Melissa Peterson,105,45000.0,Tv,Electronics,offline,Mumbai,2026-03-17,4,Card,0.1,90c965d07a3fd0bc98104e2646fa9118f0df9c82d926c094ecba5d16a117a9f9,XXXXXX2133,successful,TV,Electronics,180000.0,18000.0,162000.0
3721,818,Patty Carlson,109,65000.0,Refrigerator,HOME,online,Mumbai,2026-01-18,5,Cash,0.35,9dd46e06ba7891f8409a9017f25f1abd0e823bf80438ffc098b327ef1059fed2,XXXXXX3842,successful,Refrigerator,Home Appliances,325000.0,113750.0,211250.0
3722,842,Amy Quinn,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-12-23,5,UPI,0.2,a0c244c987b4329350e532d44529291317a263b841ac0e9a1f8c34ddfdf1f417,XXXXXX3795,successful,Microwave,Home Appliances,225000.0,45000.0,180000.0
3723,269,Christina Conrad,105,45000.0,Tv,Electronics,offline,Chennai,2026-01-22,2,Cash,0.05,130d6d59042b3de0f3e0af8a3f0ebb31b0c6d66191f46b7c7bd3f3dfb018db31,XXXXXX1847,successful,TV,Electronics,90000.0,4500.0,85500.0
3724,24,Donald Blevins,108,15000.0,Mixer Grinder,home appliances,online,Chennai,2025-07-20,1,Cash,0.2,c3b2d1c27e2d2415574e901d7b7c5ef44a8ea7302476bdb4320327ddd0da2965,XXXXXX1556,successful,Mixer Grinder,Home Appliances,15000.0,3000.0,12000.0
3725,29,Leah Dunn,110,45000.0,Microwave,home appliances,offline,Hyderabad,2025-10-15,3,Cash,0.1,a4be4ea2fc553b12c27194bc24cb8d5f9b6583bb9f24d25b4537b1afa6ec02c0,XXXXXX6479,successful,Microwave,Home Appliances,135000.0,13500.0,121500.0
3726,281,Ashley Anderson,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-04-09,3,Card,0.1,6f78c76d95c2da6b588cbe16279910e72a0fb52cd25b2bdfc21dae2223f3b153,XXXXXX5033,successful,Laptop,Electronics,750000.0,75000.0,675000.0
3727,804,Tiffany Caldwell,101,250000.0,Laptop,Electronics,online,Bangalore,2025-08-31,3,NetBanking,0.2,c46cc978f44fe5671bc275b617737f604e63134decd4360b8113d7551cbca1e4,XXXXXX7153,successful,Laptop,Electronics,750000.0,150000.0,600000.0
3728,347,David Medina,101,250000.0,Laptop,Electronics,offline,Delhi,2025-04-25,1,UPI,0.4,00afbdcf1bff6bb94e8e47324960f4d059af30f94ea942381a924aa347ad4473,XXXXXX4389,successful,Laptop,Electronics,250000.0,100000.0,150000.0
3729,446,Scott Smith,102,70000.0,Phone,Electronics,offline,Bangalore,2025-07-04,2,NetBanking,0.15,3558a2d03af1033804171272a1bbb434ed4df73b541c7218fa64b319d015e194,XXXXXX0183,successful,Phone,Electronics,140000.0,21000.0,119000.0
3730,238,Zachary Hooper,102,70000.0,Phone,Electronics,online,Bangalore,2025-09-06,4,UPI,0.3,eb7cfa9601bbfd2d11f446f87f8e38bf8f5604f313f14d831fdf37e3f0d6baff,XXXXXX0012,successful,Phone,Electronics,280000.0,84000.0,196000.0
3731,89,Joseph Davis,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-07-21,1,UPI,0.1,8ad46431983c9a027829c7aee83479c2523f334f779f4d58af6b4ddd789bd41b,XXXXXX8548,successful,TV,Electronics,45000.0,4500.0,40500.0
3732,770,Paul Jarvis,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-09-09,4,NetBanking,0.05,7df344cbac88fd26e17c87c8d420947be9ceb7f613ab28a7b3bdfb8781e2a39d,XXXXXX6027,successful,Microwave,Home Appliances,180000.0,9000.0,171000.0
3732,770,Paul Jarvis,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-09-09,4,NetBanking,0.05,7df344cbac88fd26e17c87c8d420947be9ceb7f613ab28a7b3bdfb8781e2a39d,XXXXXX6027,failed,Microwave,Home Appliances,180000.0,9000.0,171000.0
3733,929,Charles Key,103,1300.0,Shirt,Clothing,offline,Delhi,2025-11-10,2,Cash,0.35,77b081a30b2b156778aab2f95706cbb68fa4261281083baf3a101ef6049564d7,XXXXXX5346,successful,Shirt,Clothing,2600.0,909.9999999999999,1690.0
3734,250,Steven Baker,105,45000.0,Tv,Electronics,online,Mumbai,2025-05-27,4,NetBanking,0.05,3d2e3218b62f18681a604b70ea687572f66227f7969d86ef9e9c25be22b8fcc4,XXXXXX5024,successful,TV,Electronics,180000.0,9000.0,171000.0
3735,947,Gabriel Golden,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-05-04,2,Cash,0.2,5d303e9f7f4abdf43f20290d19c7b53e13a4eff6e803b2a3a8597cf99724643d,XXXXXX7330,successful,Laptop,Electronics,500000.0,100000.0,400000.0
3736,239,Tyler Greene,105,45000.0,Tv,Electronics,online,Delhi,2026-01-19,2,Card,0.05,3f6662589024338f4b1a47cd105e46478af2497c6479587081773a171537cbaa,XXXXXX3007,successful,TV,Electronics,90000.0,4500.0,85500.0
3737,938,Mary Rogers,103,1300.0,Shirt,clothing,online,Hyderabad,2026-02-14,2,UPI,0.3,714a0ff6cc07477e6c1ded39cb5f98bf7f3ca3dafdd6aedffb78d6de762c5989,XXXXXX3823,successful,Shirt,Clothing,2600.0,780.0,1820.0
3738,69,Pamela Williamson,106,80000.0,Sofa,Furniture,offline,Chennai,2025-05-23,2,UPI,0.1,292232bc7ee0fa0ac4ec5727d32b59fad369ca2a401d4db2eb6c7b60c29abdd9,XXXXXX6233,successful,Sofa,Furniture,160000.0,16000.0,144000.0
3739,553,Veronica Davis,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-10-19,5,NetBanking,0.35,6d250aacb701bdd06d787e6edddbb4e5a8a3668ac60dbe77ad4e921de8f0e63d,XXXXXX9972,successful,Refrigerator,Home Appliances,325000.0,113750.0,211250.0
3740,676,James Sanders,110,45000.0,Microwave,HOME,online,Bangalore,2026-02-19,2,Cash,0.2,0911a539764d0f3e8c9f5f05b0490133ecd4406f82451f8967775e7c2c4a8591,XXXXXX6646,successful,Microwave,Home Appliances,90000.0,18000.0,72000.0
3741,424,Tiffany Williams,101,250000.0,Laptop,Electronics,online,Chennai,2025-11-19,3,Card,0.25,f3c01bc8185b5e1bd0a043ef75f41eb66235d78f174527a8fa02645652b44a3b,XXXXXX2793,successful,Laptop,Electronics,750000.0,187500.0,562500.0
3742,446,Scott Smith,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2026-02-20,3,Card,0.2,3558a2d03af1033804171272a1bbb434ed4df73b541c7218fa64b319d015e194,XXXXXX0183,successful,Mixer Grinder,Home Appliances,45000.0,9000.0,36000.0
3743,870,Thomas Morris,103,1300.0,Shirt,clothing,online,Bangalore,2025-08-27,2,NetBanking,0.1,dc35f71d07dab788246233e7cac9b7b693f580e43cfb38e45986b1032bca5f40,XXXXXX7719,successful,Shirt,Clothing,2600.0,260.0,2340.0
3744,946,Lisa Cochran,110,45000.0,Microwave,home appliances,offline,Delhi,2025-04-20,2,UPI,0.35,de0b75129679b50c6e972d740b5d620d1096d3feed03f8ab772ec191ca6ea6e4,XXXXXX0319,successful,Microwave,Home Appliances,90000.0,31499.999999999996,58500.0
3745,759,Lisa Butler,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-05-09,3,Card,0.15,9201d5c939311afca04d954e2960448f25afc2f5eaf99a11fc11a91916ad7f6f,XXXXXX0071,successful,Laptop,Electronics,750000.0,112500.0,637500.0
3746,774,Antonio Evans,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-11-23,3,Card,0.4,eff10c82064736299a4a97c53f83ba6e4234dc7ada8c52642eaa6b4d8d275289,XXXXXX7042,successful,Mixer Grinder,Home Appliances,45000.0,18000.0,27000.0
3748,660,Jessica Stephenson,106,80000.0,Sofa,furniture,offline,Hyderabad,2025-06-14,5,NetBanking,0.1,adefda058ca7369ebd85ec19865072ce00512ef9832d2209cbdf212783668d55,XXXXXX1390,successful,Sofa,Furniture,400000.0,40000.0,360000.0
3749,185,Sarah Cohen,106,80000.0,Sofa,furniture,offline,Mumbai,2026-01-05,3,Cash,0.05,333c07cb15baa993691251d3221c465a9cee192e36c5c946146df7ef23c02a20,XXXXXX4728,successful,Sofa,Furniture,240000.0,12000.0,228000.0
3749,185,Sarah Cohen,106,80000.0,Sofa,furniture,offline,Mumbai,2026-01-05,3,Cash,0.05,333c07cb15baa993691251d3221c465a9cee192e36c5c946146df7ef23c02a20,XXXXXX4728,failed,Sofa,Furniture,240000.0,12000.0,228000.0
3750,482,Nathaniel Montes,109,65000.0,Refrigerator,home appliances,offline,Chennai,2025-04-21,1,Cash,0.2,070284d69cebaba0f34a9ab26d4c80599497c6ca3429b51431fe18a8b6e598b8,XXXXXX3012,successful,Refrigerator,Home Appliances,65000.0,13000.0,52000.0
3751,495,John Cummings,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2026-10-03,4,NetBanking,0.35,deff447adabc5e132c994d4648ccfe19ea87da1c2fb3bd0725013ed00b33f7e0,XXXXXX7125,successful,Microwave,Home Appliances,180000.0,62999.99999999999,117000.0
3751,495,John Cummings,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2026-10-03,4,NetBanking,0.35,deff447adabc5e132c994d4648ccfe19ea87da1c2fb3bd0725013ed00b33f7e0,XXXXXX7125,failed,Microwave,Home Appliances,180000.0,62999.99999999999,117000.0
3752,389,Tyler Kim,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-07-30,2,UPI,0.15,6f1bea868c881f153d84b1e4460e71b9dbad7222133f9771836bf7c9a50609f3,XXXXXX5816,successful,Laptop,Electronics,500000.0,75000.0,425000.0
3753,288,Darren Parker,110,45000.0,Microwave,HOME,online,Hyderabad,2025-10-18,2,NetBanking,0.4,10e29cbeda48e534b6c580cf8e53d92364939d1826d5e1a6b7b6e538bbdd53ad,XXXXXX3569,successful,Microwave,Home Appliances,90000.0,36000.0,54000.0
3754,46,Mallory Boyd,101,250000.0,Laptop,Electronics,online,Delhi,2025-12-11,1,Cash,0.2,759d457bc519089082643577b0a740c82c9cbcbf86a064f885dacfe803adf1d9,XXXXXX2449,successful,Laptop,Electronics,250000.0,50000.0,200000.0
3755,280,David Morales,107,50000.0,Dining Table,FURN,online,Delhi,2025-12-26,5,NetBanking,0.2,f11f8efc1cc667d06bf4d4d74f7c3e21db9b9caad2a3aad9fe51520e6c98a806,XXXXXX1730,successful,Dining Table,Furniture,250000.0,50000.0,200000.0
3757,943,Sharon Smith,103,1300.0,Shirt,clothing,offline,Chennai,2025-09-20,4,Cash,0.1,a7a141a3ace1bc66c3375fefcf4748294f47e3791628478a6da15274402a87d0,XXXXXX1161,successful,Shirt,Clothing,5200.0,520.0,4680.0
3758,109,Michael Walker,106,80000.0,Sofa,furniture,offline,Mumbai,2026-02-28,4,UPI,0.35,dd5e3426d5dfb69ef583ec656d7c4e4702b4cfa9a529efb7014828ec45ea3e07,XXXXXX7171,successful,Sofa,Furniture,320000.0,112000.0,208000.0
3759,671,Sarah Frederick,106,80000.0,Sofa,furniture,online,Chennai,2025-11-27,1,Cash,0.15,d7ff5ebc2d22d2c12fdf656b54fcdcb0fa4a1bdecc17cc548fda5a03b44f97d1,XXXXXX5538,successful,Sofa,Furniture,80000.0,12000.0,68000.0
3760,156,Sara Romero,106,80000.0,Sofa,FURN,offline,Chennai,2025-01-09,3,Cash,0.2,4950b231cc9867673012764e446229afc81b10a76a63db15f84e732e838dde38,XXXXXX0162,successful,Sofa,Furniture,240000.0,48000.0,192000.0
3761,913,Craig Harris,102,70000.0,Phone,Electronics,offline,Delhi,2026-09-02,2,UPI,0.35,dfb0bd5d59c42f8aca67dc782e0fbbcc80fbc318ba73c2fb5424e0f332bb04c4,XXXXXX3910,successful,Phone,Electronics,140000.0,49000.0,91000.0
3762,523,Emily Cohen,106,80000.0,Sofa,Furniture,online,Chennai,2025-06-29,1,NetBanking,0.1,4bea21dfb692c8467a967765c6baea13dd2f1e0ea834f3638e9fc372ec04a9fd,XXXXXX9627,successful,Sofa,Furniture,80000.0,8000.0,72000.0
3763,276,Kelly Montgomery,103,1300.0,Shirt,CLOTH,online,Delhi,2025-09-22,1,NetBanking,0.15,3c948054fc013fb7bef0d6141fc4c1ddf35976295aa5fa96133e234ad2f0071b,XXXXXX3046,successful,Shirt,Clothing,1300.0,195.0,1105.0
3764,633,Julie Jackson,106,80000.0,Sofa,FURN,online,Delhi,2025-07-23,2,Card,0.05,812914589c86f9387a3bbbe3486405a0cc95f00fd0708ecc66ca43a96564d053,XXXXXX3701,successful,Sofa,Furniture,160000.0,8000.0,152000.0
3765,168,Joyce Robertson,105,45000.0,Tv,Electronics,offline,Mumbai,2025-05-14,4,UPI,0.35,bf415c654f33244dbfda908e4e5e7c167de81383a776a4e1dc6dc0b4d66c06e0,XXXXXX0417,successful,TV,Electronics,180000.0,62999.99999999999,117000.0
3766,646,Pamela Bennett,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-04-26,5,Card,0.1,cd67a7055c6126bc4248aa66d5d0a5526169b18ee4f43f6ef6cd1c0994caa311,XXXXXX1461,successful,Microwave,Home Appliances,225000.0,22500.0,202500.0
3767,368,Emily Scott,107,50000.0,Dining Table,furniture,online,Mumbai,2025-08-15,5,Card,0.4,3d25dd5d7c199750096763cdaeed68f87a7b1787eb721495e9bee99ca4740c63,XXXXXX9634,successful,Dining Table,Furniture,250000.0,100000.0,150000.0
3768,15,Robin Ray,108,15000.0,Mixer Grinder,HOME,online,Chennai,2025-10-24,1,Cash,0.3,fc075d18e93a753f07de8e0f3294d6274a18f991e0945c849ca451c005ad68bd,XXXXXX1348,successful,Mixer Grinder,Home Appliances,15000.0,4500.0,10500.0
3769,615,Carolyn Torres,105,45000.0,Tv,Electronics,offline,Mumbai,2025-11-14,3,Cash,0.1,742dbf8f68734cecdae4c201d8ffe27f0d7b03df6f95b537a51541ce23b84671,XXXXXX5838,successful,TV,Electronics,135000.0,13500.0,121500.0
3770,37,Joshua Nunez,104,8000.0,Shoes,CLOTH,online,Mumbai,2025-05-16,5,UPI,0.1,72837615be7d1b08611790f3f3ff8f99b0a3cde6c646c7e7fc540a8e81120c3f,XXXXXX8785,successful,Shoes,Clothing,40000.0,4000.0,36000.0
3771,619,Angelica Wood,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-01-12,4,Card,0.2,17119693190a05341f7466672de970dfcdca90e50898cb9ac1901711b9d96e98,XXXXXX4769,successful,Shirt,Clothing,5200.0,1040.0,4160.0
3772,47,Jason Jones,106,80000.0,Sofa,Furniture,online,Bangalore,2026-03-28,2,NetBanking,0.35,4a2b343235f9259e0a766a298004c3dfb70e97518d5fd87f52500081b5db0bb3,XXXXXX2145,successful,Sofa,Furniture,160000.0,56000.0,104000.0
3773,359,Ryan Williams,105,45000.0,Tv,Electronics,online,Delhi,2025-05-23,2,UPI,0.25,06204311b1bc37521e80b495f291436159c5253c4ca8ed1610b0d9c0788f8134,XXXXXX5599,successful,TV,Electronics,90000.0,22500.0,67500.0
3774,220,Maria Walker,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-08-24,4,NetBanking,0.3,c76ab918524edd26ba90c27092cb6025cd4ad445a8034e1a744a3c8e2c6bcb70,XXXXXX5210,successful,Microwave,Home Appliances,180000.0,54000.0,126000.0
3775,788,William Wright,102,70000.0,Phone,Electronics,offline,Bangalore,2025-07-14,5,UPI,0.4,9549234d8c813d49d9207b55137f3a303aaa67a2d976eb09807531443ca17374,XXXXXX5393,successful,Phone,Electronics,350000.0,140000.0,210000.0
3776,569,Lindsay Levine,110,45000.0,Microwave,home appliances,offline,Mumbai,2025-06-24,5,NetBanking,0.15,cba5f44eaf1456873974cb1275e9bd79a70499ed68c3c1f2aeb5b56a9a45901d,XXXXXX7618,successful,Microwave,Home Appliances,225000.0,33750.0,191250.0
3777,240,Traci Farmer,109,65000.0,Refrigerator,home appliances,offline,Bangalore,2025-12-31,1,Card,0.35,4b3448fdf01b1e264b5254030babf8b4ac1042d8873b8d59df19eafba171dc54,XXXXXX1925,successful,Refrigerator,Home Appliances,65000.0,22750.0,42250.0
3778,104,Amanda Castillo,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-10-08,1,Card,0.05,5e6f5536a427d3fbd6ea71f1c859a2295451d6abc5d077109d81857dea0e543a,XXXXXX9548,successful,Shoes,Clothing,8000.0,400.0,7600.0
3779,303,Derek Rose,110,45000.0,Microwave,HOME,online,Chennai,2025-09-14,2,NetBanking,0.1,4117ae38b31d31609b96d20584c208151df5ac2783c30bfb3ac3435ec3061952,XXXXXX1211,successful,Microwave,Home Appliances,90000.0,9000.0,81000.0
3780,2,Steven Evans,106,80000.0,Sofa,FURN,online,Delhi,2025-11-09,5,Cash,0.15,a6c45101e45fecc6ce25041fc13a69d13c16e5ec020f7349067bd0d00783c948,XXXXXX2287,successful,Sofa,Furniture,400000.0,60000.0,340000.0
3781,661,Jennifer Cooper,105,45000.0,Tv,Electronics,offline,Chennai,2025-09-14,2,Card,0.25,c111f9ef0623808dc5ecc7fb44bdbdd94d5df536ebf836aef7112acbf1690e95,XXXXXX4609,successful,TV,Electronics,90000.0,22500.0,67500.0
3782,77,Robert Diaz,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-10-31,4,Cash,0.05,529bd4969fc178139bcd315998e4b4095d1b761d259aad6c017703d506f8d032,XXXXXX6645,successful,Sofa,Furniture,320000.0,16000.0,304000.0
3783,2,Steven Evans,101,250000.0,Laptop,Electronics,offline,Delhi,2026-01-25,4,Card,0.15,a6c45101e45fecc6ce25041fc13a69d13c16e5ec020f7349067bd0d00783c948,XXXXXX2287,successful,Laptop,Electronics,1000000.0,150000.0,850000.0
3784,177,Barbara Weber,102,70000.0,Phone,Electronics,online,Chennai,2025-06-11,5,NetBanking,0.25,12df3e14843b816ac32b26861bcf8858b90063430dfbcfb98626f6c74f838c90,XXXXXX0042,successful,Phone,Electronics,350000.0,87500.0,262500.0
3785,310,Lee Brown,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-05-03,2,UPI,0.2,2d9fb74f6d5ab1d053c1670d22709c48d312b2e4c69e3d180515a43db019fd00,XXXXXX3316,successful,Laptop,Electronics,500000.0,100000.0,400000.0
3786,297,Susan Hill,104,8000.0,Shoes,clothing,offline,Delhi,2025-11-01,5,Cash,0.15,701815f3bbdbd2a553c74af36a33b4b1c74170294d50c7b3a8312ce36ff56281,XXXXXX2263,successful,Shoes,Clothing,40000.0,6000.0,34000.0
3787,612,Jay Hunter,103,1300.0,Shirt,Clothing,online,Bangalore,2025-12-20,5,UPI,0.15,f6068ba89bbebbffb893da42b9ac42c69bea385bb63270c4165cb2e5497cd4bc,XXXXXX5398,successful,Shirt,Clothing,6500.0,975.0,5525.0
3788,817,Nicole Ross,109,65000.0,Refrigerator,HOME,online,Chennai,2025-12-25,4,Card,0.15,aab66299ef9b27e20d47501aed00a6b7bed14967cedf54517506f97e8dace882,XXXXXX9866,successful,Refrigerator,Home Appliances,260000.0,39000.0,221000.0
3789,427,Kelly Mccormick,110,45000.0,Microwave,HOME,online,Delhi,2025-08-21,2,Cash,0.2,726f2bf24a40a3b4a330fbb3db903eec82b37236962776fd26609fc3c1a169c8,XXXXXX6970,successful,Microwave,Home Appliances,90000.0,18000.0,72000.0
3790,955,Jake Davis,106,80000.0,Sofa,furniture,offline,Bangalore,2026-03-18,3,Card,0.35,cce6db743386c129488f01681fc13bb12468cc0b1b31e77303c3cfe5af7907f9,XXXXXX8620,successful,Sofa,Furniture,240000.0,84000.0,156000.0
3791,161,Christopher Davis,102,70000.0,Phone,Electronics,offline,Mumbai,2026-01-03,5,Cash,0.3,c5abd8e0a5d2b758b1e750c237a5acc2f7a282bf30282db9913405d999d725ae,XXXXXX5633,successful,Phone,Electronics,350000.0,105000.0,245000.0
3792,414,Chase Johnson,103,1300.0,Shirt,CLOTH,online,Delhi,2025-10-17,3,NetBanking,0.1,a246e6452c2be333b10432d4a0d948ac6210d1f14782c93ceb07a4b811d5ad8d,XXXXXX1815,successful,Shirt,Clothing,3900.0,390.0,3510.0
3793,921,Jessica Taylor,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-11-16,4,NetBanking,0.3,e6a5ab5eb42b5e54e1dff5eaf79a46b497ef81f9dc64bb1781e71d30b77fed85,XXXXXX0882,successful,Laptop,Electronics,1000000.0,300000.0,700000.0
3794,982,James Munoz,105,45000.0,Tv,Electronics,online,Mumbai,2026-12-01,5,UPI,0.05,3cfea7077082667f957b5eb42be8d488de5c45a51ac6b1e359c998930effdbbc,XXXXXX8023,successful,TV,Electronics,225000.0,11250.0,213750.0
3795,508,Jesus Decker,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-12-27,2,NetBanking,0.05,dd86268869a60caf70adbc6f8e7b8da0df4ea1905c6aa5fffa3741236dd3723e,XXXXXX8892,successful,Mixer Grinder,Home Appliances,30000.0,1500.0,28500.0
3796,288,Darren Parker,105,45000.0,Tv,Electronics,online,Hyderabad,2025-11-11,1,Card,0.4,10e29cbeda48e534b6c580cf8e53d92364939d1826d5e1a6b7b6e538bbdd53ad,XXXXXX3569,successful,TV,Electronics,45000.0,18000.0,27000.0
3797,507,Thomas Cameron,109,65000.0,Refrigerator,HOME,online,Delhi,2025-10-05,2,NetBanking,0.2,d1a3662414787e46f75a4c7dfc80a30ace6eb31de5488f1e9b660701cb9f4138,XXXXXX2264,successful,Refrigerator,Home Appliances,130000.0,26000.0,104000.0
3798,253,Emily Rodriguez,104,8000.0,Shoes,Clothing,online,Delhi,2025-10-27,1,UPI,0.05,960f348e93082ba4e3a4ac55ece83f35eabaaf75168a2179c6f9fc82a0294e37,XXXXXX6545,successful,Shoes,Clothing,8000.0,400.0,7600.0
3799,239,Tyler Greene,109,65000.0,Refrigerator,HOME,online,Delhi,2025-06-21,4,Card,0.2,3f6662589024338f4b1a47cd105e46478af2497c6479587081773a171537cbaa,XXXXXX3007,successful,Refrigerator,Home Appliances,260000.0,52000.0,208000.0
3800,296,Katherine Frazier,104,8000.0,Shoes,clothing,offline,Bangalore,2026-04-02,4,Card,0.05,7ff52c0b45d5ab21b781cdf26e43bd734245dab1947ce6b762f53e1967704107,XXXXXX6097,successful,Shoes,Clothing,32000.0,1600.0,30400.0
3801,10,Tracy Olson,101,250000.0,Laptop,Electronics,online,Delhi,2025-12-28,5,Card,0.4,70b07ae0d2bf845affb83930306ba827cde6ea15788bb3e01eb77121d69d444b,XXXXXX9098,successful,Laptop,Electronics,1250000.0,500000.0,750000.0
3802,980,Alexis Andrews,109,65000.0,Refrigerator,HOME,offline,Delhi,2025-10-31,2,Cash,0.05,ee79682e79ab757b458c0e1301e157db99d1fd134c1be6eac5f2c32a0b0b24e6,XXXXXX3841,successful,Refrigerator,Home Appliances,130000.0,6500.0,123500.0
3803,866,Jasmine Guerrero,103,1300.0,Shirt,Clothing,offline,Hyderabad,2026-01-03,5,NetBanking,0.1,e2a007ad2bf1a477b8de22c74b0c4809ecf28aea91b9955496bf90c07e5b3bf6,XXXXXX9366,successful,Shirt,Clothing,6500.0,650.0,5850.0
3804,549,Jacob Hopkins,102,70000.0,Phone,Electronics,online,Bangalore,2026-01-17,5,NetBanking,0.3,7063f8908f5430c614b4d278c94bbe3d2d5820c7f59061f5ed8efbad6d201878,XXXXXX6590,successful,Phone,Electronics,350000.0,105000.0,245000.0
3805,137,Kathleen Douglas,102,70000.0,Phone,Electronics,offline,Mumbai,2025-10-09,3,UPI,0.25,3d94779484d91a1ea72c924b05c2bcbcdea906e2e85ccea21935cdc91f3f3983,XXXXXX6544,successful,Phone,Electronics,210000.0,52500.0,157500.0
3806,525,Laura Barajas,110,45000.0,Microwave,HOME,online,Bangalore,2025-11-09,4,NetBanking,0.2,3579dadb7ec0ea0b8de3fa92b4f3cdc171c6103c063bd94b7243ed4fe4daa30c,XXXXXX1400,successful,Microwave,Home Appliances,180000.0,36000.0,144000.0
3807,585,Clifford Hayes,104,8000.0,Shoes,Clothing,offline,Delhi,2025-05-18,1,NetBanking,0.15,e5d9fa281a253d55b442c9c98bb9b4a13e7f115b9aec14e65c98eef05cf8f86f,XXXXXX1942,successful,Shoes,Clothing,8000.0,1200.0,6800.0
3808,963,Laura Stevenson,103,1300.0,Shirt,clothing,online,Chennai,2025-10-17,2,NetBanking,0.05,b995779805ba57ae0d0e4136fb34a113efe083fe02c7d0d15e37eaaf1dee960d,XXXXXX4205,successful,Shirt,Clothing,2600.0,130.0,2470.0
3809,404,Julian Cox,110,45000.0,Microwave,home appliances,offline,Delhi,2025-12-26,2,UPI,0.2,e77c8dab14ba4c0ca13c73401ae9b8f832608d8ecce978f2d5a805a50c043374,XXXXXX3039,successful,Microwave,Home Appliances,90000.0,18000.0,72000.0
3810,565,Craig Moore,105,45000.0,Tv,Electronics,online,Mumbai,2025-12-15,4,NetBanking,0.4,85a16ee2e4ec76cb62f30db773fb4475fe2da9225f62f4864f8b98c133cf599e,XXXXXX2911,successful,TV,Electronics,180000.0,72000.0,108000.0
3811,615,Carolyn Torres,108,15000.0,Mixer Grinder,HOME,online,Mumbai,2025-10-29,4,UPI,0.1,742dbf8f68734cecdae4c201d8ffe27f0d7b03df6f95b537a51541ce23b84671,XXXXXX5838,successful,Mixer Grinder,Home Appliances,60000.0,6000.0,54000.0
3811,615,Carolyn Torres,108,15000.0,Mixer Grinder,HOME,online,Mumbai,2025-10-29,4,UPI,0.1,742dbf8f68734cecdae4c201d8ffe27f0d7b03df6f95b537a51541ce23b84671,XXXXXX5838,failed,Mixer Grinder,Home Appliances,60000.0,6000.0,54000.0
3812,937,Nicole Woods,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-08-02,5,Card,0.3,222801174f3e68d9dba2b85c643ab89edc17c4c64dbeababa062c61b3966b69a,XXXXXX9075,successful,Dining Table,Furniture,250000.0,75000.0,175000.0
3813,398,Michele Sanchez,106,80000.0,Sofa,furniture,online,Bangalore,2025-09-20,5,Cash,0.05,1b78169f48b79a5f3f7953d174b339ed9a6e6ba25226725a53fcb0b4d143424b,XXXXXX4961,successful,Sofa,Furniture,400000.0,20000.0,380000.0
3814,270,Katherine Shaw,102,70000.0,Phone,Electronics,offline,Chennai,2026-03-28,2,UPI,0.2,b546e74e4328f076edb6c5495c23f50279c76ca95dc1759d266e333fc82a7d1f,XXXXXX7908,successful,Phone,Electronics,140000.0,28000.0,112000.0
3815,865,Jessica Patterson,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-01-07,3,UPI,0.25,e3592139e35c685053cfae7009c4f6e4c20ba3034c91d18a59d67a907a108aad,XXXXXX0460,successful,TV,Electronics,135000.0,33750.0,101250.0
